568,1706195142.5010328,event,,,,,,,,,,,{"stationID":"ducks_big"}
569,1706195142.4816651,distance,0.5957355,0.5418572,0.5418572,0.5420435,outOfDestination,leftCover,,,,,
570,1706195142.548545,distance,0.5960205,0.5417857,0.5417857,0.5419364,outOfDestination,,,,,,
571,1706195142.6150432,distance,0.597075,0.54173213,0.54173213,0.54187,outOfDestination,,,,,,
572,1706195142.68172,distance,0.596543,0.5427679,0.5427679,0.54225284,outOfDestination,,,,,,
573,1706195142.748436,distance,0.59528434,0.54141074,0.54141074,0.541835,outOfDestination,,,,,,
574,1706195142.815855,distance,0.5969042,0.54148215,0.54148215,0.54170066,outOfDestination,,,,,,
575,1706195142.882588,distance,0.59615713,0.5402678,0.5402678,0.5410421,outOfDestination,,,,,,
576,1706195142.94852,distance,0.5970716,0.54085714,0.54085714,0.54088205,outOfDestination,,,,,,
577,1706195143.015676,distance,0.59725857,0.54158926,0.54158926,0.54118925,outOfDestination,,,,,,
578,1706195143.0829,distance,0.5961409,0.54078573,0.54078573,0.5410179,outOfDestination,,true,,,,
579,1706195143.1651711,distance,0.59657186,0.54076785,0.54076785,0.54091424,outOfDestination,,,,,,
580,1706195143.231628,distance,0.59619427,0.5411071,0.5411071,0.5410321,outOfDestination,,,,,,
581,1706195143.297606,distance,0.59377116,0.541875,0.541875,0.5413829,outOfDestination,,,,,,
582,1706195143.3485541,distance,0.5925649,0.541875,0.541875,0.5415463,outOfDestination,,,,,,
583,1706195143.415658,distance,0.5915033,0.53994644,0.53994644,0.54085714,outOfDestination,,,,,,
584,1706195143.4825869,distance,0.59504455,0.5405,0.5405,0.54075205,outOfDestination,leftCover,,,,,
585,1706195143.551002,distance,0.5977077,0.54232144,0.54232144,0.5414507,outOfDestination,,,,,,
586,1706195143.618947,distance,0.5989951,0.5433393,0.5433393,0.5422335,outOfDestination,,,,,,
587,1706195143.681569,distance,0.5588128,0.54353577,0.54353577,0.54293,outOfDestination,,,,,,
588,1706195143.750588,distance,0.5951902,0.5443929,0.5443929,0.54377,outOfDestination,,,,,,
589,1706195143.815527,distance,0.5616867,0.543625,0.543625,0.5437607,outOfDestination,,,,,,
590,1706195143.882309,distance,0.56780374,0.5448393,0.5448393,0.54432,outOfDestination,,,,,,
591,1706195143.9542189,distance,0.5722264,0.5445179,0.5445179,0.54443717,outOfDestination,,,,,,
592,1706195144.016144,distance,0.55963916,0.5475715,0.5475715,0.5459278,outOfDestination,,,,,,
593,1706195144.082844,distance,0.56491077,0.5515714,0.5515714,0.548675,outOfDestination,,,,,,
594,1706195144.1541,distance,0.59184295,0.5526607,0.5526607,0.5506078,outOfDestination,,,,,,
595,1706195144.219358,distance,0.5887682,0.55251783,0.55251783,0.55180705,outOfDestination,,,,,,
596,1706195144.284452,distance,0.5864751,0.5507679,0.5507679,0.5515871,outOfDestination,,,,,,
597,1706195144.349514,distance,0.58492035,0.5502679,0.5502679,0.551035,outOfDestination,,,,,,
598,1706195144.415399,distance,0.5819613,0.5456429,0.5456429,0.54839784,outOfDestination,,,,,,
599,1706195144.481686,distance,0.57947564,0.54167855,0.54167855,0.54509497,outOfDestination,nonCover,,,,,
600,1706195144.547524,distance,0.5756259,0.53625,0.53625,0.54073787,outOfDestination,,,,,,
601,1706195144.615196,distance,0.57142645,0.5318572,0.5318572,0.53613716,outOfDestination,,,,,,
